"12983: Deaths. Preliminary figures, by contents, region, sex, age, month and year"

"contents";"region";"sex";"age";"month";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Deaths";"K-4632 Austrheim";"Males";"80 years or older";"July";0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;2;0;1;1;0
"Deaths";"K-4632 Austrheim";"Males";"80 years or older";"August";0;0;1;0;0;0;2;1;0;0;0;0;1;1;0;2;0;0;0;0;0;1;0
"Deaths";"K-4632 Austrheim";"Males";"80 years or older";"September";1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0
"Deaths";"K-4632 Austrheim";"Males";"80 years or older";"October";0;1;0;0;0;0;0;0;1;0;0;2;0;0;1;0;1;2;0;2;0;0;0
"Deaths";"K-4632 Austrheim";"Males";"80 years or older";"november";1;0;1;1;2;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Males";"80 years or older";"December";0;0;0;1;1;1;2;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0
"Deaths";"K-4632 Austrheim";"Females";"0-64 years";"July";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"0-64 years";"August";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"0-64 years";"September";0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"0-64 years";"October";0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"0-64 years";"november";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"0-64 years";"December";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"Deaths";"K-4632 Austrheim";"Females";"65-79 years";"July";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0
"Deaths";"K-4632 Austrheim";"Females";"65-79 years";"August";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0
"Deaths";"K-4632 Austrheim";"Females";"65-79 years";"September";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"65-79 years";"October";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"65-79 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"65-79 years";"December";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"80 years or older";"July";0;0;0;1;1;1;0;0;2;1;2;1;1;0;0;1;0;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"80 years or older";"August";0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"80 years or older";"September";1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"80 years or older";"October";1;1;1;2;0;1;1;1;0;0;0;0;2;1;1;2;0;0;1;0;1;0;0
"Deaths";"K-4632 Austrheim";"Females";"80 years or older";"november";0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;1;1;0;0;0
"Deaths";"K-4632 Austrheim";"Females";"80 years or older";"December";0;0;1;0;1;0;0;0;0;2;1;1;1;1;0;0;0;1;1;2;2;0;0
"Deaths";"K-4633 Fedje";"Males";"0-64 years";"July";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"0-64 years";"August";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"0-64 years";"September";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"0-64 years";"October";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"0-64 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"0-64 years";"December";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"65-79 years";"July";0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"65-79 years";"August";0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-4633 Fedje";"Males";"65-79 years";"September";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
"Deaths";"K-4633 Fedje";"Males";"65-79 years";"October";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"65-79 years";"november";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"Deaths";"K-4633 Fedje";"Males";"65-79 years";"December";1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"80 years or older";"July";1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"80 years or older";"August";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"80 years or older";"September";0;0;0;1;1;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"80 years or older";"October";0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"80 years or older";"november";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Males";"80 years or older";"December";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0
"Deaths";"K-4633 Fedje";"Females";"0-64 years";"July";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"0-64 years";"August";0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"0-64 years";"September";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"0-64 years";"October";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"0-64 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"0-64 years";"December";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"65-79 years";"July";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"65-79 years";"August";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"65-79 years";"September";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"65-79 years";"October";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"65-79 years";"november";0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"65-79 years";"December";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"80 years or older";"July";0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"80 years or older";"August";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-4633 Fedje";"Females";"80 years or older";"September";0;0;0;1;0;0;0;0;0;1;0;0;2;1;0;1;0;0;1;0;1;1;0
"Deaths";"K-4633 Fedje";"Females";"80 years or older";"October";0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-4633 Fedje";"Females";"80 years or older";"november";0;0;0;2;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0
"Deaths";"K-4633 Fedje";"Females";"80 years or older";"December";2;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"0-64 years";"July";3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"Deaths";"K-4634 Masfjorden";"Males";"0-64 years";"August";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"0-64 years";"September";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"0-64 years";"October";0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"0-64 years";"november";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"0-64 years";"December";1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"65-79 years";"July";0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"65-79 years";"August";0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;2;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"65-79 years";"September";0;0;0;1;0;1;0;1;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"65-79 years";"October";0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"65-79 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"65-79 years";"December";0;2;1;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"80 years or older";"July";0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;2;1;2;3;0;0;1;0
"Deaths";"K-4634 Masfjorden";"Males";"80 years or older";"August";0;1;0;1;2;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"80 years or older";"September";1;0;1;0;1;1;0;1;1;0;0;2;0;1;0;1;0;0;1;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"80 years or older";"October";2;0;1;1;0;0;1;0;2;0;1;0;0;0;0;0;2;1;0;0;2;0;0
"Deaths";"K-4634 Masfjorden";"Males";"80 years or older";"november";0;1;1;0;0;1;2;0;0;2;0;0;0;1;1;0;1;1;1;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Males";"80 years or older";"December";2;0;1;0;2;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0
"Deaths";"K-4634 Masfjorden";"Females";"0-64 years";"July";0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"0-64 years";"August";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"0-64 years";"September";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"0-64 years";"October";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"0-64 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"0-64 years";"December";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"65-79 years";"July";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"65-79 years";"August";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-4634 Masfjorden";"Females";"65-79 years";"September";0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"65-79 years";"October";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"65-79 years";"november";0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-4634 Masfjorden";"Females";"65-79 years";"December";0;1;0;1;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"80 years or older";"July";3;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;2;0;0;1;1;2;0
"Deaths";"K-4634 Masfjorden";"Females";"80 years or older";"August";1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"Deaths";"K-4634 Masfjorden";"Females";"80 years or older";"September";1;0;0;0;0;0;2;1;2;0;0;0;0;0;0;1;2;0;0;0;0;1;0
"Deaths";"K-4634 Masfjorden";"Females";"80 years or older";"October";1;0;1;1;0;0;1;0;0;0;1;2;2;0;0;1;1;2;1;0;1;2;0
"Deaths";"K-4634 Masfjorden";"Females";"80 years or older";"november";0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0
"Deaths";"K-4634 Masfjorden";"Females";"80 years or older";"December";2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0
"Deaths";"K-4635 Gulen";"Males";"0-64 years";"July";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Males";"0-64 years";"August";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Males";"0-64 years";"September";0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Males";"0-64 years";"October";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"Deaths";"K-4635 Gulen";"Males";"0-64 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0
"Deaths";"K-4635 Gulen";"Males";"0-64 years";"December";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Males";"65-79 years";"July";0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;2;2;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Males";"65-79 years";"August";1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;1;0
"Deaths";"K-4635 Gulen";"Males";"65-79 years";"September";1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;2;0;0;2;1;0
"Deaths";"K-4635 Gulen";"Males";"65-79 years";"October";1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0
"Deaths";"K-4635 Gulen";"Males";"65-79 years";"november";0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;2;0;0;2;0
"Deaths";"K-4635 Gulen";"Males";"65-79 years";"December";1;0;1;0;0;0;1;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Males";"80 years or older";"July";0;1;0;0;0;0;1;0;0;2;2;0;0;0;0;0;1;0;0;0;1;0;0
"Deaths";"K-4635 Gulen";"Males";"80 years or older";"August";2;0;3;1;1;2;1;0;1;2;0;2;1;1;1;0;0;0;0;0;0;3;0
"Deaths";"K-4635 Gulen";"Males";"80 years or older";"September";2;0;0;0;0;2;0;0;1;1;0;0;0;0;1;0;0;1;2;0;1;0;0
"Deaths";"K-4635 Gulen";"Males";"80 years or older";"October";0;0;2;1;0;1;1;0;1;1;2;1;1;2;0;1;0;0;0;0;0;1;0
"Deaths";"K-4635 Gulen";"Males";"80 years or older";"november";0;1;3;2;1;3;1;3;1;0;0;0;0;0;0;3;0;0;1;1;0;0;0
"Deaths";"K-4635 Gulen";"Males";"80 years or older";"December";2;1;0;0;2;1;1;1;0;0;1;1;0;0;0;0;0;2;1;1;0;0;0
"Deaths";"K-4635 Gulen";"Females";"0-64 years";"July";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Females";"0-64 years";"August";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Females";"0-64 years";"September";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Females";"0-64 years";"October";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Females";"0-64 years";"november";1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Females";"0-64 years";"December";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"Deaths";"K-4635 Gulen";"Females";"65-79 years";"July";0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4635 Gulen";"Females";"65-79 years";"August";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"Deaths";"K-4635 Gulen";"Females";"65-79 years";"September";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0
"Deaths";"K-4635 Gulen";"Females";"65-79 years";"October";1;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;1;0;1;0;0;0;0
"Deaths";"K-4635 Gulen";"Females";"65-79 years";"november";1;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;1;0;1;0;0;0
"Deaths";"K-4635 Gulen";"Females";"65-79 years";"December";0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0
"Deaths";"K-4635 Gulen";"Females";"80 years or older";"July";1;1;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;2;0;0;1;0;0
"Deaths";"K-4635 Gulen";"Females";"80 years or older";"August";0;3;1;2;1;1;0;1;1;2;0;1;2;1;0;0;3;1;0;3;0;0;0
"Deaths";"K-4635 Gulen";"Females";"80 years or older";"September";1;2;0;0;0;0;0;2;1;1;1;0;1;1;0;1;3;1;1;3;1;0;0
"Deaths";"K-4635 Gulen";"Females";"80 years or older";"October";2;1;4;1;0;3;0;0;1;0;0;3;1;1;0;1;0;0;0;0;0;1;0
"Deaths";"K-4635 Gulen";"Females";"80 years or older";"november";0;0;2;2;1;2;1;0;0;1;0;0;0;2;0;2;1;0;2;1;0;1;0
"Deaths";"K-4635 Gulen";"Females";"80 years or older";"December";0;0;4;1;0;0;2;0;0;0;0;1;2;1;0;1;0;2;0;2;0;1;0
"Deaths";"K-4636 Solund";"Males";"0-64 years";"July";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"0-64 years";"August";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"0-64 years";"September";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"0-64 years";"October";0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"0-64 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"0-64 years";"December";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"65-79 years";"July";0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"Deaths";"K-4636 Solund";"Males";"65-79 years";"August";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"65-79 years";"September";0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-4636 Solund";"Males";"65-79 years";"October";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-4636 Solund";"Males";"65-79 years";"november";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"65-79 years";"December";0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
"Deaths";"K-4636 Solund";"Males";"80 years or older";"July";1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"80 years or older";"August";0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"80 years or older";"September";1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"80 years or older";"October";1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
"Deaths";"K-4636 Solund";"Males";"80 years or older";"november";1;0;1;0;0;0;2;0;1;0;0;0;0;0;2;0;0;0;0;1;0;2;0
"Deaths";"K-4636 Solund";"Males";"80 years or older";"December";0;1;0;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"0-64 years";"July";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"0-64 years";"August";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"0-64 years";"September";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"0-64 years";"October";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"0-64 years";"november";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"0-64 years";"December";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"65-79 years";"July";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"65-79 years";"August";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"65-79 years";"September";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"65-79 years";"October";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"65-79 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"65-79 years";"December";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"80 years or older";"July";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-4636 Solund";"Females";"80 years or older";"August";0;2;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"Deaths";"K-4636 Solund";"Females";"80 years or older";"September";0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0
"Deaths";"K-4636 Solund";"Females";"80 years or older";"October";1;0;1;0;1;0;0;1;2;0;1;1;0;0;1;0;1;0;2;1;0;1;0
"Deaths";"K-4636 Solund";"Females";"80 years or older";"november";0;2;0;1;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0
"Deaths";"K-4636 Solund";"Females";"80 years or older";"December";0;1;1;0;3;0;0;0;0;2;1;0;1;0;0;1;0;0;0;1;1;0;0
"Deaths";"K-4637 Hyllestad";"Males";"0-64 years";"July";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4637 Hyllestad";"Males";"0-64 years";"August";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4637 Hyllestad";"Males";"0-64 years";"September";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-4637 Hyllestad";"Males";"0-64 years";"October";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0
"Deaths";"K-4637 Hyllestad";"Males";"0-64 years";"november";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-4637 Hyllestad";"Males";"0-64 years";"December";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-4637 Hyllestad";"Males";"65-79 years";"July";1;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0
"Deaths";"K-4637 Hyllestad";"Males";"65-79 years";"August";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-4637 Hyllestad";"Males";"65-79 years";"September";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"Deaths";"K-4637 Hyllestad";"Males";"65-79 years";"October";0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
